depth,volume
0.7240001,0.4224726
0.7260001,0.4237276
0.728,0.4249326
0.7300001,0.4261376
0.7320001,0.4273426
0.7340001,0.4285476
0.7360001,0.4297526
0.7380001,0.4309576
0.7400001,0.4321626
0.7420001,0.4333676
0.7440001,0.4345726
0.7460001,0.4357776
0.7480001,0.4369825
0.7500001,0.4381876
0.7520001,0.4393926
0.7540001,0.4405976
0.7560002,0.4418026
0.7580001,0.4430076
0.7600001,0.4442126
0.7620001,0.4454177
0.7640002,0.4466226
0.7660002,0.4478275
0.7680001,0.4490327
0.7700002,0.4502376
0.7720002,0.4514427
0.7740002,0.4526477
0.7760001,0.4537376
0.7780002,0.4547126
0.7800002,0.4556876
0.7820002,0.4566626
0.7840002,0.4576376
0.7860002,0.4586126
0.7880002,0.4595876
0.7900002,0.4605626
0.7920002,0.4615376
0.7940002,0.4625126
0.7960002,0.4634876
0.7980002,0.4644626
0.8000002,0.4654376
0.8020002,0.4664126
0.8040003,0.4673876
0.8060002,0.4683627
0.8080002,0.4693376
0.8100002,0.4703127
0.8120003,0.4712877
0.8140002,0.4722626
0.8160002,0.4732377
0.8180003,0.4742126
0.8200003,0.4751876
0.8220003,0.4761627
0.8240002,0.4771376
0.8260003,0.4780276
0.8280003,0.4788326
0.8300003,0.4796376
0.8320003,0.4804426
0.8340003,0.4812476
0.8360003,0.4820526
0.8380003,0.4828576
0.8400003,0.4836626
0.8420003,0.4844676
0.8440003,0.4852726
0.8460003,0.4860776
0.8480003,0.4868826
0.8500003,0.4876876
0.8520004,0.4884926
0.8540003,0.4892976
0.8560003,0.4901026
0.8580003,0.4909077
0.8600004,0.4917126
0.8620003,0.4925177
0.8640003,0.4933227
0.8660004,0.4941276
0.8680004,0.4949326
0.8700004,0.4957376
0.8720003,0.4965427
0.8740004,0.4973476
0.8760004,0.4980276
0.8780004,0.4985826
0.8800004,0.4991376
0.8820004,0.4996926
0.8840004,0.5002476
0.8860004,0.5008026
0.8880004,0.5013576
0.8900004,0.5019126
0.8920004,0.5024676
0.8940004,0.5030226
0.8960004,0.5035776
0.8980004,0.5041326
0.9000005,0.5046876
0.9020004,0.5052426
0.9040004,0.5057976
0.9060004,0.5063526
0.9080005,0.5069076
0.9100004,0.5074626
0.9120004,0.5080176
0.9140005,0.5085726
0.9160005,0.5091276
0.9180005,0.5096826
0.9200004,0.5102376
0.9220005,0.5107927
0.9240005,0.5113477
0.9260005,0.5117776
0.9280005,0.5120826
0.9300005,0.5123876
0.9320005,0.5126926
0.9340005,0.5129976
0.9360005,0.5133026
0.9380005,0.5136076
0.9400005,0.5139126
0.9420005,0.5142176
0.9440005,0.5145226
0.9460005,0.5148276
0.9480006,0.5151326
0.9500005,0.5154376
0.9520005,0.5157426
0.9540005,0.5160476
0.9560006,0.5163527
0.9580005,0.5166577
0.9600005,0.5169626
0.9620005,0.5172676
0.9640006,0.5175726
0.9660006,0.5178776
0.9680005,0.5181826
0.9700006,0.5184876
0.9720006,0.5187926
0.9740006,0.5190976
0.9760005,0.51925
0.9780006,0.51925
0.9800006,0.51925
0.9820006,0.51925
0.9840006,0.51925
0.9860006,0.51925
0.9880006,0.51925
0.9900006,0.51925
0.9920006,0.51925
0.9940006,0.51925
0.9960006,0.51925
0.9980006,0.51925
1.000001,0.51925
1.002001,0.51925
1.004001,0.51925
1.006001,0.51925
1.008,0.51925
1.01,0.51925
1.012,0.51925
1.014,0.51925
1.016,0.51925
1.018,0.51925
1.02,0.51925
1.022,0.51925
1.024,0.51925
1.026,0.51925
1.028,0.51925
1.03,0.51925
1.032,0.51925
1.034,0.51925
1.036,0.51925
1.038,0.51925
1.04,0.51925
1.042,0.51925
1.044,0.51925
1.046,0.51925
1.048,0.51925
1.05,0.51925
1.052,0.51925
1.054,0.51925
1.056,0.51925
1.058,0.51925
1.06,0.51925
1.062,0.51925
1.064,0.51925
1.066,0.51925
1.068,0.51925
1.07,0.51925
1.072,0.51925
1.074,0.51925
1.076,0.51925
1.078,0.51925
1.08,0.51925
1.082,0.51925
1.084,0.51925
1.085999,0.51925
1.087999,0.51925
1.089999,0.51925
1.091999,0.51925
1.093999,0.51925
1.095999,0.51925
1.097999,0.51925
1.099999,0.51925
1.101999,0.51925
1.103999,0.51925
1.105999,0.51925
1.107999,0.51925
1.109999,0.51925
1.111999,0.51925
1.113999,0.51925
1.115999,0.51925
1.117999,0.51925
1.119999,0.51925
1.121999,0.51925
1.123999,0.51925
1.125999,0.51925
1.127999,0.51925
1.129999,0.51925
1.131999,0.51925
1.133999,0.51925
1.135999,0.51925
1.137999,0.51925
1.139999,0.51925
1.141999,0.51925
1.143999,0.51925
1.145999,0.51925
1.147999,0.51925
1.149999,0.51925
1.151999,0.51925
1.153999,0.51925
1.155999,0.51925
1.157999,0.51925
1.159999,0.51925
1.161999,0.51925
1.163998,0.51925
1.165998,0.51925
1.167998,0.51925
1.169998,0.51925
